"Titre de tracé : t504"
"#","Date Heure, GMT+02:00","Temp. °C (LGR S/N: 10445474, SEN S/N: 10445474)","Temp. °C (LGR S/N: 10445474 SEN S/N: 10445474)","Temp. °C (LGR S/N: 10445474 SEN S/N: 10445474)","Temp. °C (LGR S/N: 10445474 SEN S/N: 10445474)"
415,07/27/15 09:30:00 PM,16.177,15.819,15.223,17.153
416,07/27/15 09:45:00 PM,16.201,15.819,15.247,17.153
417,07/27/15 10:00:00 PM,16.201,15.819,15.247,17.153
418,07/27/15 10:15:00 PM,16.201,15.843,15.223,17.153
419,07/27/15 10:30:00 PM,16.201,15.843,15.223,17.153
420,07/27/15 10:45:00 PM,16.201,15.843,15.247,17.153
421,07/27/15 11:00:00 PM,16.201,15.867,15.247,17.153
422,07/27/15 11:15:00 PM,16.201,15.867,15.247,17.153
423,07/27/15 11:30:00 PM,16.201,15.867,15.247,17.153
424,07/27/15 11:45:00 PM,16.201,15.891,15.247,17.153
425,07/28/15 12:00:00 AM,16.225,15.891,15.247,17.153
426,07/28/15 12:15:00 AM,16.201,15.891,15.247,17.130
427,07/28/15 12:30:00 AM,16.225,15.915,15.270,17.153
428,07/28/15 12:45:00 AM,16.201,15.891,15.247,17.130
429,07/28/15 01:00:00 AM,16.225,15.915,15.247,17.130
430,07/28/15 01:15:00 AM,16.201,15.915,15.247,17.130
431,07/28/15 01:30:00 AM,16.201,15.915,15.270,17.130
432,07/28/15 01:45:00 AM,16.201,15.915,15.270,17.130
433,07/28/15 02:00:00 AM,16.201,15.939,15.270,17.130
434,07/28/15 02:15:00 AM,16.201,15.915,15.270,17.130
435,07/28/15 02:30:00 AM,16.201,15.939,15.270,17.130
436,07/28/15 02:45:00 AM,16.177,15.939,15.270,17.130
437,07/28/15 03:00:00 AM,16.177,15.939,15.294,17.130
438,07/28/15 03:15:00 AM,16.153,15.939,15.270,17.130
439,07/28/15 03:30:00 AM,16.153,15.939,15.294,17.130
440,07/28/15 03:45:00 AM,16.129,15.939,15.270,17.130
441,07/28/15 04:00:00 AM,16.129,15.939,15.294,17.130
442,07/28/15 04:15:00 AM,16.106,15.939,15.294,17.130
443,07/28/15 04:30:00 AM,16.106,15.939,15.294,17.130
444,07/28/15 04:45:00 AM,16.082,15.939,15.294,17.130
445,07/28/15 05:00:00 AM,16.082,15.939,15.294,17.130
446,07/28/15 05:15:00 AM,16.082,15.939,15.294,17.130
447,07/28/15 05:30:00 AM,16.058,15.915,15.294,17.106
448,07/28/15 05:45:00 AM,16.034,15.915,15.294,17.106
449,07/28/15 06:00:00 AM,16.010,15.915,15.294,17.106
450,07/28/15 06:15:00 AM,16.010,15.915,15.294,17.106
451,07/28/15 06:30:00 AM,15.986,15.915,15.294,17.106
452,07/28/15 06:45:00 AM,15.986,15.915,15.294,17.106
453,07/28/15 07:00:00 AM,15.963,15.891,15.294,17.106
454,07/28/15 07:15:00 AM,15.963,15.891,15.294,17.106
455,07/28/15 07:30:00 AM,15.939,15.891,15.294,17.106
456,07/28/15 07:45:00 AM,15.915,15.891,15.294,17.106
457,07/28/15 08:00:00 AM,15.891,15.867,15.294,17.106
458,07/28/15 08:15:00 AM,15.891,15.867,15.294,17.106
459,07/28/15 08:30:00 AM,15.867,15.867,15.294,17.106
460,07/28/15 08:45:00 AM,15.867,15.843,15.294,17.106
461,07/28/15 09:00:00 AM,15.843,15.843,15.294,17.106
462,07/28/15 09:15:00 AM,15.843,15.843,15.294,17.106
463,07/28/15 09:30:00 AM,15.819,15.819,15.294,17.106
464,07/28/15 09:45:00 AM,15.819,15.819,15.294,17.106
465,07/28/15 10:00:00 AM,15.796,15.819,15.294,17.106
466,07/28/15 10:15:00 AM,15.796,15.796,15.294,17.106
467,07/28/15 10:30:00 AM,15.796,15.796,15.294,17.082
468,07/28/15 10:45:00 AM,15.772,15.772,15.270,17.106
469,07/28/15 11:00:00 AM,15.772,15.772,15.270,17.106
470,07/28/15 11:15:00 AM,15.772,15.772,15.270,17.106
471,07/28/15 11:30:00 AM,15.772,15.772,15.270,17.082
472,07/28/15 11:45:00 AM,15.772,15.772,15.270,17.106
473,07/28/15 12:00:00 PM,15.772,15.748,15.270,17.106
474,07/28/15 12:15:00 PM,15.772,15.748,15.270,17.082
475,07/28/15 12:30:00 PM,15.772,15.724,15.247,17.106
476,07/28/15 12:45:00 PM,15.796,15.724,15.270,17.082
477,07/28/15 01:00:00 PM,15.796,15.724,15.247,17.082
478,07/28/15 01:15:00 PM,15.796,15.724,15.247,17.082
479,07/28/15 01:30:00 PM,15.796,15.724,15.247,17.082
480,07/28/15 01:45:00 PM,15.796,15.724,15.247,17.082
481,07/28/15 02:00:00 PM,15.796,15.724,15.223,17.082
482,07/28/15 02:15:00 PM,15.796,15.700,15.223,17.082
483,07/28/15 02:30:00 PM,15.796,15.700,15.223,17.082
484,07/28/15 02:45:00 PM,15.796,15.700,15.223,17.082
485,07/28/15 03:00:00 PM,15.796,15.700,15.223,17.058
486,07/28/15 03:15:00 PM,15.796,15.700,15.223,17.082
487,07/28/15 03:30:00 PM,15.772,15.700,15.223,17.058
488,07/28/15 03:45:00 PM,15.772,15.700,15.223,17.058
489,07/28/15 04:00:00 PM,15.796,15.700,15.223,17.058
490,07/28/15 04:15:00 PM,15.772,15.676,15.223,17.058
491,07/28/15 04:30:00 PM,15.772,15.676,15.199,17.058
492,07/28/15 04:45:00 PM,15.772,15.676,15.199,17.058
493,07/28/15 05:00:00 PM,15.772,15.676,15.199,17.058
494,07/28/15 05:15:00 PM,15.772,15.676,15.199,17.058
495,07/28/15 05:30:00 PM,15.772,15.676,15.199,17.058
496,07/28/15 05:45:00 PM,15.772,15.676,15.199,17.058
497,07/28/15 06:00:00 PM,15.772,15.676,15.199,17.034
498,07/28/15 06:15:00 PM,15.748,15.652,15.199,17.034
499,07/28/15 06:30:00 PM,15.748,15.676,15.199,17.034
500,07/28/15 06:45:00 PM,15.748,15.652,15.175,17.034
501,07/28/15 07:00:00 PM,15.748,15.652,15.175,17.034
502,07/28/15 07:15:00 PM,15.724,15.652,15.175,17.034
503,07/28/15 07:30:00 PM,15.724,15.652,15.175,17.034
504,07/28/15 07:45:00 PM,15.700,15.652,15.175,17.034
505,07/28/15 08:00:00 PM,15.700,15.629,15.175,17.034
506,07/28/15 08:15:00 PM,15.700,15.629,15.175,17.011
507,07/28/15 08:30:00 PM,15.700,15.629,15.175,17.011
508,07/28/15 08:45:00 PM,15.676,15.629,15.175,17.011
509,07/28/15 09:00:00 PM,15.676,15.629,15.151,17.011
510,07/28/15 09:15:00 PM,15.652,15.629,15.151,17.011
511,07/28/15 09:30:00 PM,15.652,15.605,15.151,17.011
512,07/28/15 09:45:00 PM,15.652,15.605,15.151,17.011
513,07/28/15 10:00:00 PM,15.652,15.605,15.151,17.011
514,07/28/15 10:15:00 PM,15.629,15.605,15.151,17.011
515,07/28/15 10:30:00 PM,15.629,15.605,15.151,16.987
516,07/28/15 10:45:00 PM,15.629,15.581,15.151,17.011
517,07/28/15 11:00:00 PM,15.605,15.581,15.151,16.987
518,07/28/15 11:15:00 PM,15.605,15.581,15.151,16.987
519,07/28/15 11:30:00 PM,15.581,15.581,15.127,16.987
520,07/28/15 11:45:00 PM,15.581,15.557,15.127,16.987
521,07/29/15 12:00:00 AM,15.581,15.557,15.127,16.987
522,07/29/15 12:15:00 AM,15.557,15.557,15.127,16.987
523,07/29/15 12:30:00 AM,15.557,15.557,15.127,16.987
524,07/29/15 12:45:00 AM,15.533,15.557,15.127,16.963
525,07/29/15 01:00:00 AM,15.533,15.533,15.127,16.963
526,07/29/15 01:15:00 AM,15.509,15.533,15.103,16.963
527,07/29/15 01:30:00 AM,15.509,15.533,15.103,16.963
528,07/29/15 01:45:00 AM,15.509,15.533,15.127,16.963
529,07/29/15 02:00:00 AM,15.485,15.533,15.103,16.963
530,07/29/15 02:15:00 AM,15.485,15.533,15.103,16.963
531,07/29/15 02:30:00 AM,15.461,15.533,15.103,16.963
532,07/29/15 02:45:00 AM,15.438,15.509,15.103,16.963
533,07/29/15 03:00:00 AM,15.438,15.509,15.103,16.963
534,07/29/15 03:15:00 AM,15.414,15.485,15.079,16.939
535,07/29/15 03:30:00 AM,15.414,15.485,15.079,16.939
536,07/29/15 03:45:00 AM,15.390,15.485,15.079,16.939
537,07/29/15 04:00:00 AM,15.366,15.485,15.079,16.939
538,07/29/15 04:15:00 AM,15.366,15.485,15.079,16.939
539,07/29/15 04:30:00 AM,15.342,15.461,15.079,16.939
540,07/29/15 04:45:00 AM,15.318,15.461,15.055,16.939
541,07/29/15 05:00:00 AM,15.318,15.461,15.055,16.939
542,07/29/15 05:15:00 AM,15.294,15.461,15.055,16.939
543,07/29/15 05:30:00 AM,15.294,15.438,15.055,16.915
544,07/29/15 05:45:00 AM,15.270,15.438,15.055,16.915
545,07/29/15 06:00:00 AM,15.270,15.414,15.031,16.915
546,07/29/15 06:15:00 AM,15.247,15.414,15.031,16.915
547,07/29/15 06:30:00 AM,15.223,15.414,15.031,16.915
548,07/29/15 06:45:00 AM,15.223,15.390,15.031,16.892
549,07/29/15 07:00:00 AM,15.199,15.390,15.031,16.892
550,07/29/15 07:15:00 AM,15.175,15.390,15.008,16.892
551,07/29/15 07:30:00 AM,15.199,15.366,15.008,16.892
552,07/29/15 07:45:00 AM,15.199,15.366,15.008,16.915
553,07/29/15 08:00:00 AM,15.175,15.366,15.008,16.892
554,07/29/15 08:15:00 AM,15.175,15.342,14.984,16.892
555,07/29/15 08:30:00 AM,15.151,15.342,14.984,16.892
556,07/29/15 08:45:00 AM,15.151,15.318,14.984,16.892
557,07/29/15 09:00:00 AM,15.151,15.318,14.960,16.892
558,07/29/15 09:15:00 AM,15.127,15.318,14.960,16.892
559,07/29/15 09:30:00 AM,15.127,15.318,14.960,16.868
560,07/29/15 09:45:00 AM,15.127,15.294,14.960,16.868
561,07/29/15 10:00:00 AM,15.103,15.270,14.960,16.868
562,07/29/15 10:15:00 AM,15.103,15.270,14.936,16.868
563,07/29/15 10:30:00 AM,15.247,14.601,13.690,16.392
564,07/29/15 10:45:00 AM,22.202,24.074,27.308,28.295
