Plot Title: P9RG_2024_07102024,,,,,,,
#,"Date Heure, GMT+02:00","Tension, V (LGR S/N: 22073523, SEN S/N: 22073523, LBL: pression)","Temp., °C (LGR S/N: 22073523, SEN S/N: 22073523, LBL: temperature)","Temp., °C (LGR S/N: 22073523, SEN S/N: 22073523, LBL: temperature_in)",Hôte connecté (LGR S/N: 22073523),Arrêté (LGR S/N: 22073523),Fin de fichier (LGR S/N: 22073523)
479,2010/12/24 7:15,1.72927,12.52,12.523,,,
480,2010/12/24 7:30,1.74159,12.52,12.523,,,
481,2010/12/24 7:45,1.75029,12.518,12.521,,,
482,2010/12/24 8:00,1.75944,12.514,12.518,,,
483,2010/12/24 8:15,1.76066,12.511,12.514,,,
484,2010/12/24 8:30,1.75998,12.508,12.511,,,
485,2010/12/24 8:45,1.75875,12.502,12.505,,,
486,2010/12/24 9:00,1.75479,12.499,12.502,,,
487,2010/12/24 9:15,1.76467,12.499,12.502,,,
488,2010/12/24 9:30,1.76844,12.5,12.503,,,
489,2010/12/24 9:45,1.75036,12.502,12.503,,,
490,2010/12/24 10:00,1.76284,12.505,12.508,,,
491,2010/12/24 10:15,1.7451,12.509,12.511,,,
492,2010/12/24 10:30,1.77169,12.518,12.518,,,
493,2010/12/24 10:45,1.77539,12.53,12.532,,,
494,2010/12/24 11:00,1.76482,12.545,12.545,,,
495,2010/12/24 11:15,1.75429,12.564,12.564,,,
496,2010/12/24 11:30,1.75917,12.579,12.579,,,
497,2010/12/24 11:45,1.77966,12.595,12.595,,,
498,2010/12/24 12:00,1.77451,12.624,12.622,,,
499,2010/12/24 12:15,1.7612,12.654,12.653,,,
500,2010/12/24 12:30,1.743,12.689,12.686,,,
501,2010/12/24 12:45,1.74964,12.719,12.716,,,
502,2010/12/24 13:00,1.76345,12.737,12.736,,,
503,2010/12/24 13:15,1.74575,12.764,12.761,,,
504,2010/12/24 13:30,1.74792,12.794,12.79,,,
505,2010/12/24 13:45,1.74758,12.829,12.825,,,
506,2010/12/24 14:00,1.7612,12.867,12.862,,,
507,2010/12/24 14:15,1.74292,12.903,12.898,,,
508,2010/12/24 14:30,1.71767,12.941,12.936,,,
509,2010/12/24 14:45,1.74304,12.987,12.981,,,
510,2010/12/24 15:00,1.74392,13.02,13.016,,,
511,2010/12/24 15:15,1.73575,13.057,13.051,,,
512,2010/12/24 15:30,1.74205,13.093,13.087,,,
513,2010/12/24 15:45,1.73888,13.129,13.124,,,
514,2010/12/24 16:00,1.75418,13.171,13.163,,,
515,2010/12/24 16:15,1.74189,13.225,13.216,,,
516,2010/12/24 16:30,1.73026,13.27,13.263,,,
517,2010/12/24 16:45,1.74601,13.305,13.299,,,
518,2010/12/24 17:00,1.7409,13.339,13.333,,,
519,2010/12/24 17:15,1.7285,13.373,13.367,,,
520,2010/12/24 17:30,1.74113,13.4,13.395,,,
521,2010/12/24 17:45,1.72797,13.428,13.422,,,
522,2010/12/24 18:00,1.71836,13.457,13.451,,,
523,2010/12/24 18:15,1.72019,13.484,13.479,,,
524,2010/12/24 18:30,1.72023,13.508,13.503,,,
525,2010/12/24 18:45,1.72251,13.532,13.527,,,
526,2010/12/24 19:00,1.72133,13.556,13.551,,,
527,2010/12/24 19:15,1.73442,13.58,13.575,,,
528,2010/12/24 19:30,1.73228,13.601,13.596,,,
529,2010/12/24 19:45,1.72065,13.622,13.617,,,
530,2010/12/24 20:00,1.71485,13.642,13.638,,,
531,2010/12/24 20:15,1.70962,13.661,13.657,,,
532,2010/12/24 20:30,1.71736,13.679,13.675,,,
533,2010/12/24 20:45,1.71843,13.696,13.693,,,
534,2010/12/24 21:00,1.71248,13.711,13.708,,,
535,2010/12/24 21:15,1.72385,13.721,13.718,,,
536,2010/12/24 21:30,1.7221,13.727,13.726,,,
537,2010/12/24 21:45,1.70005,13.732,13.73,,,
538,2010/12/24 22:00,1.70966,13.736,13.735,,,
539,2010/12/24 22:15,1.70493,13.742,13.741,,,
540,2010/12/24 22:30,1.70344,13.748,13.748,,,
541,2010/12/24 22:45,1.70119,13.754,13.753,,,
542,2010/12/24 23:00,1.70272,13.756,13.756,,,
543,2010/12/24 23:15,1.70268,13.754,13.754,,,
544,2010/12/24 23:30,1.71469,13.748,13.75,,,
545,2010/12/24 23:45,1.68967,13.738,13.739,,,
546,10/13/24 12:00:00 AM,1.70047,13.735,13.736,,,
547,10/13/24 12:15:00 AM,1.70272,13.73,13.732,,,
548,10/13/24 12:30:00 AM,1.71427,13.724,13.726,,,
549,10/13/24 12:45:00 AM,1.69715,13.72,13.721,,,
550,10/13/24 01:00:00 AM,1.72,13.712,13.714,,,
551,10/13/24 01:15:00 AM,1.70886,13.702,13.703,,,
552,10/13/24 01:30:00 AM,1.71393,13.691,13.693,,,
553,10/13/24 01:45:00 AM,1.69524,13.687,13.688,,,
554,10/13/24 02:00:00 AM,1.70047,13.684,13.685,,,
555,10/13/24 02:15:00 AM,1.71527,13.681,13.682,,,
556,10/13/24 02:30:00 AM,1.70989,13.672,13.675,,,
557,10/13/24 02:45:00 AM,1.69406,13.663,13.666,,,
558,10/13/24 03:00:00 AM,1.70878,13.652,13.655,,,
559,10/13/24 03:15:00 AM,1.70039,13.642,13.645,,,
560,10/13/24 03:30:00 AM,1.70859,13.629,13.632,,,
561,10/13/24 03:45:00 AM,1.6807,13.617,13.62,,,
562,10/13/24 04:00:00 AM,1.691,13.602,13.607,,,
563,10/13/24 04:15:00 AM,1.68685,13.586,13.59,,,
564,10/13/24 04:30:00 AM,1.69188,13.572,13.575,,,
565,10/13/24 04:45:00 AM,1.68643,13.556,13.559,,,
566,10/13/24 05:00:00 AM,1.70485,13.533,13.539,,,
567,10/13/24 05:15:00 AM,1.69665,13.508,13.514,,,
568,10/13/24 05:30:00 AM,1.7163,13.476,13.482,,,
569,10/13/24 05:45:00 AM,1.67971,13.446,13.452,,,
570,10/13/24 06:00:00 AM,1.70459,13.415,13.422,,,
571,10/13/24 06:15:00 AM,1.68929,13.377,13.386,,,
572,10/13/24 06:30:00 AM,1.70657,13.336,13.344,,,
573,10/13/24 06:45:00 AM,1.70401,13.294,13.303,,,
574,10/13/24 07:00:00 AM,1.69322,13.255,13.263,,,
575,10/13/24 07:15:00 AM,1.71511,13.216,13.225,,,
576,10/13/24 07:30:00 AM,1.69066,13.177,13.186,,,
577,10/13/24 07:45:00 AM,1.70996,13.142,13.151,,,
578,10/13/24 08:00:00 AM,1.70764,13.106,13.115,,,
579,10/13/24 08:15:00 AM,1.71187,13.067,13.076,,,
580,10/13/24 08:30:00 AM,1.69646,13.025,13.035,,,
581,10/13/24 08:45:00 AM,1.6994,12.992,12.999,,,
582,10/13/24 09:00:00 AM,1.70058,12.966,12.974,,,
583,10/13/24 09:15:00 AM,1.70466,12.945,12.951,,,
584,10/13/24 09:30:00 AM,1.70909,12.93,12.936,,,
585,10/13/24 09:45:00 AM,1.70794,12.921,12.925,,,
586,10/13/24 10:00:00 AM,1.69139,12.919,12.922,,,
587,10/13/24 10:15:00 AM,1.69295,12.916,12.919,,,
588,10/13/24 10:30:00 AM,1.6965,12.915,12.918,,,
589,10/13/24 10:45:00 AM,1.69867,12.915,12.918,,,
590,10/13/24 11:00:00 AM,1.70268,12.919,12.922,,,
591,10/13/24 11:15:00 AM,1.69764,12.933,12.933,,,
592,10/13/24 11:30:00 AM,1.68856,12.948,12.948,,,
593,10/13/24 11:45:00 AM,1.70924,12.959,12.959,,,
594,10/13/24 12:00:00 PM,1.69623,12.972,12.971,,,
595,10/13/24 12:15:00 PM,1.70043,12.996,12.995,,,
596,10/13/24 12:30:00 PM,1.69875,13.017,13.016,,,
597,10/13/24 12:45:00 PM,1.69394,13.029,13.029,,,
598,10/13/24 01:00:00 PM,1.68963,13.043,13.043,,,
599,10/13/24 01:15:00 PM,1.69738,13.037,13.037,,,
600,10/13/24 01:30:00 PM,1.6939,13.046,13.044,,,
601,10/13/24 01:45:00 PM,1.68585,13.069,13.069,,,
602,10/13/24 02:00:00 PM,1.69181,13.082,13.082,,,
603,10/13/24 02:15:00 PM,1.69089,13.105,13.103,,,
604,10/13/24 02:30:00 PM,1.68582,13.144,13.139,,,
605,10/13/24 02:45:00 PM,1.687,13.159,13.157,,,
606,10/13/24 03:00:00 PM,1.68357,13.175,13.172,,,
607,10/13/24 03:15:00 PM,1.68074,13.177,13.177,,,
608,10/13/24 03:30:00 PM,1.68212,13.201,13.2,,,
609,10/13/24 03:45:00 PM,1.68116,13.207,13.207,,,
610,10/13/24 04:00:00 PM,1.68677,13.227,13.224,,,
611,10/13/24 04:15:00 PM,1.68803,13.248,13.245,,,
612,10/13/24 04:30:00 PM,1.67784,13.258,13.257,,,
613,10/13/24 04:45:00 PM,1.68181,13.27,13.269,,,
614,10/13/24 05:00:00 PM,1.67784,13.258,13.26,,,
615,10/13/24 05:15:00 PM,1.6857,13.255,13.257,,,
616,10/13/24 05:30:00 PM,1.67807,13.26,13.26,,,
617,10/13/24 05:45:00 PM,1.68086,13.266,13.266,,,
618,10/13/24 06:00:00 PM,1.67575,13.27,13.27,,,
619,10/13/24 06:15:00 PM,1.6733,13.279,13.279,,,
620,10/13/24 06:30:00 PM,1.673,13.287,13.285,,,
621,10/13/24 06:45:00 PM,1.678,13.293,13.291,,,
622,10/13/24 07:00:00 PM,1.67716,13.3,13.3,,,
623,10/13/24 07:15:00 PM,1.67449,13.306,13.306,,,
624,10/13/24 07:30:00 PM,1.6746,13.312,13.312,,,
625,10/13/24 07:45:00 PM,1.67174,13.318,13.318,,,
626,10/13/24 08:00:00 PM,1.6754,13.321,13.321,,,
627,10/13/24 08:15:00 PM,1.67128,13.324,13.324,,,
628,10/13/24 08:30:00 PM,1.67723,13.323,13.324,,,
629,10/13/24 08:45:00 PM,1.67529,13.317,13.318,,,
630,10/13/24 09:00:00 PM,1.67472,13.303,13.306,,,
631,10/13/24 09:15:00 PM,1.67086,13.285,13.29,,,
632,10/13/24 09:30:00 PM,1.67258,13.266,13.27,,,
633,10/13/24 09:45:00 PM,1.67464,13.248,13.252,,,
634,10/13/24 10:00:00 PM,1.67426,13.231,13.236,,,
635,10/13/24 10:15:00 PM,1.6725,13.209,13.213,,,
636,10/13/24 10:30:00 PM,1.67453,13.186,13.192,,,
637,10/13/24 10:45:00 PM,1.68284,13.168,13.172,,,
638,10/13/24 11:00:00 PM,1.67628,13.153,13.157,,,
639,10/13/24 11:15:00 PM,1.6751,13.142,13.145,,,
640,10/13/24 11:30:00 PM,1.67838,13.126,13.13,,,
641,10/13/24 11:45:00 PM,1.67178,13.106,13.111,,,
642,10/14/24 12:00:00 AM,1.6733,13.088,13.093,,,
643,10/14/24 12:15:00 AM,1.66949,13.073,13.078,,,
644,10/14/24 12:30:00 AM,1.66968,13.052,13.058,,,
645,10/14/24 12:45:00 AM,1.67185,13.029,13.035,,,
646,10/14/24 01:00:00 AM,1.67819,13.01,13.016,,,
647,10/14/24 01:15:00 AM,1.68044,12.992,12.996,,,
648,10/14/24 01:30:00 AM,1.67567,12.969,12.975,,,
649,10/14/24 01:45:00 AM,1.67098,12.942,12.948,,,
650,10/14/24 02:00:00 AM,1.67144,12.907,12.915,,,
651,10/14/24 02:15:00 AM,1.67063,12.879,12.886,,,
652,10/14/24 02:30:00 AM,1.67571,12.856,12.862,,,
653,10/14/24 02:45:00 AM,1.67475,12.834,12.84,,,
654,10/14/24 03:00:00 AM,1.67601,12.808,12.814,,,
655,10/14/24 03:15:00 AM,1.67941,12.788,12.794,,,
656,10/14/24 03:30:00 AM,1.67552,12.772,12.776,,,
657,10/14/24 03:45:00 AM,1.67514,12.752,12.758,,,
658,10/14/24 04:00:00 AM,1.67311,12.734,12.74,,,
659,10/14/24 04:15:00 AM,1.67857,12.717,12.723,,,
660,10/14/24 04:30:00 AM,1.67567,12.702,12.708,,,
661,10/14/24 04:45:00 AM,1.67266,12.686,12.692,,,
662,10/14/24 05:00:00 AM,1.67998,12.668,12.672,,,
663,10/14/24 05:15:00 AM,1.68227,12.65,12.656,,,
664,10/14/24 05:30:00 AM,1.67998,12.634,12.639,,,
665,10/14/24 05:45:00 AM,1.68311,12.622,12.628,,,
666,10/14/24 06:00:00 AM,1.68605,12.61,12.615,,,
667,10/14/24 06:15:00 AM,1.67479,12.598,12.603,,,
668,10/14/24 06:30:00 AM,1.67441,12.586,12.591,,,
669,10/14/24 06:45:00 AM,1.67895,12.576,12.58,,,
670,10/14/24 07:00:00 AM,1.67933,12.564,12.568,,,
671,10/14/24 07:15:00 AM,1.67853,12.554,12.559,,,
672,10/14/24 07:30:00 AM,1.6762,12.548,12.551,,,
673,10/14/24 07:45:00 AM,1.68112,12.544,12.547,,,
674,10/14/24 08:00:00 AM,1.67926,12.542,12.545,,,
675,10/14/24 08:15:00 AM,1.67762,12.538,12.541,,,
676,10/14/24 08:30:00 AM,1.67552,12.536,12.538,,,
677,10/14/24 08:45:00 AM,1.67838,12.535,12.538,,,
678,10/14/24 09:00:00 AM,1.68757,12.539,12.541,,,
679,10/14/24 09:15:00 AM,1.68025,12.547,12.548,,,
680,10/14/24 09:30:00 AM,1.68761,12.557,12.557,,,
681,10/14/24 09:45:00 AM,1.68242,12.573,12.573,,,
682,10/14/24 10:00:00 AM,1.67994,12.594,12.592,,,
683,10/14/24 10:15:00 AM,1.68105,12.616,12.615,,,
684,10/14/24 10:30:00 AM,1.67514,12.634,12.634,,,
685,10/14/24 10:45:00 AM,1.6751,12.668,12.665,,,
686,10/14/24 11:00:00 AM,1.67933,12.695,12.692,,,
687,10/14/24 11:15:00 AM,1.6791,12.72,12.717,,,
688,10/14/24 11:30:00 AM,1.68082,12.76,12.754,,,
689,10/14/24 11:45:00 AM,1.67475,12.821,12.811,,,
690,10/14/24 12:00:00 PM,1.68276,12.904,12.892,,,
691,10/14/24 12:15:00 PM,1.68257,12.999,12.984,,,
692,10/14/24 12:30:00 PM,1.67842,13.085,13.072,,,
693,10/14/24 12:45:00 PM,1.67582,13.151,13.139,,,
694,10/14/24 01:00:00 PM,1.67567,13.197,13.186,,,
695,10/14/24 01:15:00 PM,1.67288,13.254,13.243,,,
696,10/14/24 01:30:00 PM,1.66682,13.317,13.306,,,
697,10/14/24 01:45:00 PM,1.67407,13.401,13.385,,,
698,10/14/24 02:00:00 PM,1.6656,13.469,13.455,,,
699,10/14/24 02:15:00 PM,1.6635,13.497,13.488,,,
700,10/14/24 02:30:00 PM,1.66106,13.539,13.529,,,
701,10/14/24 02:45:00 PM,1.66453,13.595,13.583,,,
702,10/14/24 03:00:00 PM,1.66182,13.637,13.628,,,
703,10/14/24 03:15:00 PM,1.66083,13.673,13.664,,,
704,10/14/24 03:30:00 PM,1.65934,13.705,13.694,,,
705,10/14/24 03:45:00 PM,1.65724,13.747,13.738,,,
706,10/14/24 04:00:00 PM,1.65579,13.792,13.781,,,
707,10/14/24 04:15:00 PM,1.65557,13.85,13.838,,,
708,10/14/24 04:30:00 PM,1.65106,13.897,13.888,,,
709,10/14/24 04:45:00 PM,1.64805,13.915,13.909,,,
710,10/14/24 05:00:00 PM,1.65164,13.937,13.93,,,
711,10/14/24 05:15:00 PM,1.64969,13.969,13.961,,,
712,10/14/24 05:30:00 PM,1.65,14.011,14.002,,,
713,10/14/24 05:45:00 PM,1.64691,14.063,14.053,,,
714,10/14/24 06:00:00 PM,1.64618,14.107,14.096,,,
715,10/14/24 06:15:00 PM,1.6466,14.134,14.126,,,
716,10/14/24 06:30:00 PM,1.64183,14.152,14.146,,,
717,10/14/24 06:45:00 PM,1.64649,14.164,14.159,,,
718,10/14/24 07:00:00 PM,1.64801,14.176,14.171,,,
719,10/14/24 07:15:00 PM,1.64633,14.192,14.188,,,
720,10/14/24 07:30:00 PM,1.64164,14.216,14.211,,,
721,10/14/24 07:45:00 PM,1.6434,14.235,14.231,,,
722,10/14/24 08:00:00 PM,1.64122,14.255,14.25,,,
723,10/14/24 08:15:00 PM,1.64137,14.274,14.27,,,
724,10/14/24 08:30:00 PM,1.63783,14.292,14.288,,,
725,10/14/24 08:45:00 PM,1.63436,14.309,14.306,,,
726,10/14/24 09:00:00 PM,1.63993,14.319,14.316,,,
727,10/14/24 09:15:00 PM,1.63855,14.324,14.321,,,
728,10/14/24 09:30:00 PM,1.63203,14.325,14.324,,,
729,10/14/24 09:45:00 PM,1.63401,14.328,14.327,,,
730,10/14/24 10:00:00 PM,1.63027,14.334,14.331,,,
731,10/14/24 10:15:00 PM,1.63031,14.343,14.34,,,
732,10/14/24 10:30:00 PM,1.62909,14.352,14.351,,,
733,10/14/24 10:45:00 PM,1.63138,14.358,14.357,,,
734,10/14/24 11:00:00 PM,1.62966,14.363,14.361,,,
735,10/14/24 11:15:00 PM,1.63027,14.366,14.364,,,
736,10/14/24 11:30:00 PM,1.62734,14.366,14.364,,,
737,10/14/24 11:45:00 PM,1.62543,14.364,14.364,,,
738,10/15/24 12:00:00 AM,1.62741,14.36,14.36,,,
739,10/15/24 12:15:00 AM,1.6247,14.355,14.355,,,
740,10/15/24 12:30:00 AM,1.62608,14.346,14.346,,,
741,10/15/24 12:45:00 AM,1.62234,14.337,14.337,,,
742,10/15/24 01:00:00 AM,1.62406,14.327,14.328,,,
743,10/15/24 01:15:00 AM,1.62299,14.315,14.315,,,
744,10/15/24 01:30:00 AM,1.62329,14.297,14.298,,,
745,10/15/24 01:45:00 AM,1.61841,14.276,14.279,,,
746,10/15/24 02:00:00 AM,1.61994,14.249,14.253,,,
747,10/15/24 02:15:00 AM,1.62497,14.217,14.222,,,
748,10/15/24 02:30:00 AM,1.62261,14.183,14.188,,,
749,10/15/24 02:45:00 AM,1.62268,14.144,14.15,,,
750,10/15/24 03:00:00 AM,1.6247,14.104,14.111,,,
751,10/15/24 03:15:00 AM,1.6223,14.065,14.072,,,
752,10/15/24 03:30:00 AM,1.62463,14.024,14.032,,,
753,10/15/24 03:45:00 AM,1.62612,13.982,13.99,,,
754,10/15/24 04:00:00 AM,1.62543,13.94,13.949,,,
755,10/15/24 04:15:00 AM,1.6313,13.898,13.906,,,
756,10/15/24 04:30:00 AM,1.62444,13.855,13.864,,,
757,10/15/24 04:45:00 AM,1.62863,13.811,13.82,,,
758,10/15/24 05:00:00 AM,1.6289,13.766,13.775,,,
759,10/15/24 05:15:00 AM,1.62749,13.724,13.732,,,
760,10/15/24 05:30:00 AM,1.62921,13.684,13.693,,,
761,10/15/24 05:45:00 AM,1.63088,13.648,13.655,,,
762,10/15/24 06:00:00 AM,1.62913,13.61,13.617,,,
763,10/15/24 06:15:00 AM,1.63241,13.566,13.575,,,
764,10/15/24 06:30:00 AM,1.631,13.529,13.536,,,
765,10/15/24 06:45:00 AM,1.63626,13.496,13.502,,,
766,10/15/24 07:00:00 AM,1.63069,13.464,13.472,,,
767,10/15/24 07:15:00 AM,1.63699,13.436,13.443,,,
768,10/15/24 07:30:00 AM,1.63481,13.407,13.413,,,
769,10/15/24 07:45:00 AM,1.63508,13.385,13.391,,,
770,10/15/24 08:00:00 AM,1.63474,13.367,13.371,,,
771,10/15/24 08:15:00 AM,1.63233,13.348,13.353,,,
772,10/15/24 08:30:00 AM,1.63588,13.33,13.335,,,
773,10/15/24 08:45:00 AM,1.63481,13.312,13.317,,,
774,10/15/24 09:00:00 AM,1.63245,13.296,13.3,,,
775,10/15/24 09:15:00 AM,1.64,13.281,13.284,,,
776,10/15/24 09:30:00 AM,1.63993,13.273,13.275,,,
777,10/15/24 09:45:00 AM,1.6384,13.27,13.272,,,
778,10/15/24 10:00:00 AM,1.63642,13.276,13.276,,,
779,10/15/24 10:15:00 AM,1.63634,13.285,13.284,,,
780,10/15/24 10:30:00 AM,1.63874,13.3,13.297,,,
781,10/15/24 10:45:00 AM,1.63474,13.312,13.311,,,
782,10/15/24 11:00:00 AM,1.63977,13.323,13.321,,,
783,10/15/24 11:15:00 AM,1.63935,13.344,13.338,,,
784,10/15/24 11:30:00 AM,1.63817,13.37,13.364,,,
785,10/15/24 11:45:00 AM,1.63775,13.397,13.391,,,
786,10/15/24 12:00:00 PM,1.63733,13.425,13.418,,,
787,10/15/24 12:15:00 PM,1.63542,13.458,13.449,,,
788,10/15/24 12:30:00 PM,1.64115,13.503,13.494,,,
789,10/15/24 12:45:00 PM,1.64599,13.553,13.544,,,
790,10/15/24 01:00:00 PM,1.64374,13.596,13.586,,,
791,10/15/24 01:15:00 PM,1.64172,13.623,13.616,,,
792,10/15/24 01:30:00 PM,1.6416,13.651,13.643,,,
793,10/15/24 01:45:00 PM,1.64042,13.675,13.667,,,
794,10/15/24 02:00:00 PM,1.63313,13.706,13.699,,,
795,10/15/24 02:15:00 PM,1.6355,13.742,13.736,,,
796,10/15/24 02:30:00 PM,1.63703,13.775,13.769,,,
797,10/15/24 02:45:00 PM,1.64107,13.801,13.793,,,
798,10/15/24 03:00:00 PM,1.64336,13.841,13.832,,,
799,10/15/24 03:15:00 PM,1.64073,13.88,13.871,,,
800,10/15/24 03:30:00 PM,1.6405,13.925,13.916,,,
801,10/15/24 03:45:00 PM,1.64008,13.966,13.958,,,
802,10/15/24 04:00:00 PM,1.64073,14,13.991,,,
803,10/15/24 04:15:00 PM,1.63977,14.023,14.017,,,
804,10/15/24 04:30:00 PM,1.63996,14.056,14.048,,,
805,10/15/24 04:45:00 PM,1.64134,14.09,14.081,,,
806,10/15/24 05:00:00 PM,1.63897,14.126,14.119,,,
807,10/15/24 05:15:00 PM,1.63581,14.155,14.146,,,
808,10/15/24 05:30:00 PM,1.63813,14.182,14.174,,,
809,10/15/24 05:45:00 PM,1.63828,14.208,14.201,,,
810,10/15/24 06:00:00 PM,1.63962,14.232,14.225,,,
811,10/15/24 06:15:00 PM,1.6342,14.256,14.25,,,
812,10/15/24 06:30:00 PM,1.63764,14.279,14.271,,,
813,10/15/24 06:45:00 PM,1.63527,14.294,14.289,,,
814,10/15/24 07:00:00 PM,1.63428,14.322,14.315,,,
815,10/15/24 07:15:00 PM,1.63756,14.352,14.345,,,
816,10/15/24 07:30:00 PM,1.63535,14.388,14.379,,,
817,10/15/24 07:45:00 PM,1.6326,14.426,14.418,,,
818,10/15/24 08:00:00 PM,1.63745,14.456,14.447,,,
819,10/15/24 08:15:00 PM,1.63008,14.486,14.478,,,
820,10/15/24 08:30:00 PM,1.63134,14.506,14.499,,,
821,10/15/24 08:45:00 PM,1.63378,14.526,14.52,,,
822,10/15/24 09:00:00 PM,1.62654,14.548,14.542,,,
823,10/15/24 09:15:00 PM,1.62593,14.568,14.562,,,
824,10/15/24 09:30:00 PM,1.62997,14.586,14.58,,,
825,10/15/24 09:45:00 PM,1.62886,14.605,14.599,,,
826,10/15/24 10:00:00 PM,1.62333,14.622,14.616,,,
827,10/15/24 10:15:00 PM,1.62753,14.64,14.634,,,
828,10/15/24 10:30:00 PM,1.62512,14.656,14.65,,,
829,10/15/24 10:45:00 PM,1.62043,14.679,14.673,,,
830,10/15/24 11:00:00 PM,1.62333,14.696,14.692,,,
831,10/15/24 11:15:00 PM,1.62539,14.713,14.708,,,
832,10/15/24 11:30:00 PM,1.62581,14.729,14.723,,,
833,10/15/24 11:45:00 PM,1.62203,14.743,14.738,,,
834,10/16/24 12:00:00 AM,1.62242,14.753,14.749,,,
835,10/16/24 12:15:00 AM,1.62139,14.761,14.758,,,
836,10/16/24 12:30:00 AM,1.6194,14.767,14.762,,,
837,10/16/24 12:45:00 AM,1.61559,14.77,14.767,,,
838,10/16/24 01:00:00 AM,1.61818,14.77,14.767,,,
839,10/16/24 01:15:00 AM,1.62009,14.767,14.765,,,
840,10/16/24 01:30:00 AM,1.62158,14.765,14.764,,,
841,10/16/24 01:45:00 AM,1.6186,14.761,14.759,,,
842,10/16/24 02:00:00 AM,1.61765,14.753,14.752,,,
843,10/16/24 02:15:00 AM,1.61334,14.743,14.743,,,
844,10/16/24 02:30:00 AM,1.61704,14.732,14.731,,,
845,10/16/24 02:45:00 AM,1.61761,14.72,14.72,,,
846,10/16/24 03:00:00 AM,1.61917,14.704,14.705,,,
847,10/16/24 03:15:00 AM,1.61585,14.686,14.688,,,
848,10/16/24 03:30:00 AM,1.62192,14.667,14.667,,,
849,10/16/24 03:45:00 AM,1.61696,14.644,14.646,,,
850,10/16/24 04:00:00 AM,1.6191,14.62,14.623,,,
851,10/16/24 04:15:00 AM,1.61902,14.599,14.601,,,
852,10/16/24 04:30:00 AM,1.62005,14.577,14.58,,,
853,10/16/24 04:45:00 AM,1.61772,14.559,14.56,,,
854,10/16/24 05:00:00 AM,1.61814,14.542,14.544,,,
855,10/16/24 05:15:00 AM,1.61845,14.527,14.529,,,
856,10/16/24 05:30:00 AM,1.61532,14.508,14.511,,,
857,10/16/24 05:45:00 AM,1.61448,14.49,14.492,,,
858,10/16/24 06:00:00 AM,1.6144,14.472,14.474,,,
859,10/16/24 06:15:00 AM,1.61391,14.457,14.459,,,
860,10/16/24 06:30:00 AM,1.61784,14.445,14.445,,,
861,10/16/24 06:45:00 AM,1.61498,14.432,14.433,,,
862,10/16/24 07:00:00 AM,1.61566,14.417,14.418,,,
863,10/16/24 07:15:00 AM,1.61772,14.397,14.399,,,
864,10/16/24 07:30:00 AM,1.61532,14.375,14.378,,,
865,10/16/24 07:45:00 AM,1.61097,14.349,14.352,,,
866,10/16/24 08:00:00 AM,1.61372,14.324,14.327,,,
867,10/16/24 08:15:00 AM,1.61639,14.301,14.304,,,
868,10/16/24 08:30:00 AM,1.61631,14.28,14.283,,,
869,10/16/24 08:45:00 AM,1.61593,14.264,14.265,,,
870,10/16/24 09:00:00 AM,1.61467,14.252,14.253,,,
871,10/16/24 09:15:00 AM,1.61257,14.244,14.246,,,
872,10/16/24 09:30:00 AM,1.61463,14.234,14.234,,,
873,10/16/24 09:45:00 AM,1.61456,14.237,14.235,,,
874,10/16/24 10:00:00 AM,1.6136,14.246,14.243,,,
875,10/16/24 10:15:00 AM,1.61254,14.264,14.261,,,
876,10/16/24 10:30:00 AM,1.61143,14.286,14.282,,,
877,10/16/24 10:45:00 AM,1.61501,14.303,14.298,,,
878,10/16/24 11:00:00 AM,1.61395,14.336,14.331,,,
879,10/16/24 11:15:00 AM,1.61299,14.409,14.376,,,
880,10/16/24 11:30:00 AM,1.61368,14.462,14.427,,,
881,10/16/24 11:45:00 AM,1.61707,14.475,14.46,,,
882,10/16/24 12:00:00 PM,1.63527,14.505,14.495,,,
883,10/16/24 12:15:00 PM,1.64839,14.548,14.538,,,
884,10/16/24 12:30:00 PM,1.64435,14.598,14.584,,,
885,10/16/24 12:45:00 PM,1.64061,14.674,14.662,,,
886,10/16/24 01:00:00 PM,1.6413,14.755,14.738,,,
887,10/16/24 01:15:00 PM,1.64595,14.824,14.804,,,
888,10/16/24 01:30:00 PM,1.6495,14.87,14.853,,,
889,10/16/24 01:45:00 PM,1.6511,14.901,14.889,,,
890,10/16/24 02:00:00 PM,1.649,14.981,14.966,,,
891,10/16/24 02:15:00 PM,1.6548,15.045,15.03,,,
892,10/16/24 02:30:00 PM,1.65606,15.106,15.093,,,
893,10/16/24 02:45:00 PM,1.6556,15.172,15.157,,,
894,10/16/24 03:00:00 PM,1.65366,15.237,15.223,,,
895,10/16/24 03:15:00 PM,1.65526,15.288,15.275,,,
896,10/16/24 03:30:00 PM,1.65225,15.349,15.334,,,
897,10/16/24 03:45:00 PM,1.65435,15.403,15.39,,,
898,10/16/24 04:00:00 PM,1.65286,15.442,15.429,,,
899,10/16/24 04:15:00 PM,1.64664,15.488,15.476,,,
900,10/16/24 04:30:00 PM,1.64794,15.528,15.517,,,
901,10/16/24 04:45:00 PM,1.64458,15.557,15.546,,,
902,10/16/24 05:00:00 PM,1.64714,15.582,15.572,,,
903,10/16/24 05:15:00 PM,1.64378,15.584,15.576,,,
904,10/16/24 05:30:00 PM,1.64488,15.591,15.584,,,
